cgpa,backlogs,certifications,internship,aptitude,technical,communication,projects,hackathon,resume,branch,placement_readiness,company_fit,placement_score
5.14,3,1,0,5,2,4,2,0,3,ECE,0,Not Eligible,19.77842565597668
9.61,2,5,1,4,8,6,5,1,5,ECE,1,Tier 2,45.819241982507286
9.46,3,4,2,7,6,7,3,1,5,ECE,1,Tier 3,45.119533527696795
7.19,3,3,1,5,5,5,3,1,6,ECE,1,Tier 3,34.29737609329446
8.2,2,2,1,6,7,5,4,1,7,MECH,1,Tier 2,40.87463556851312
7.04,2,4,1,5,6,4,3,1,3,ECE,1,Tier 3,34.76384839650146
8.01,2,6,2,6,5,7,3,0,5,MECH,1,Tier 2,42.0
8.48,2,5,1,5,5,6,4,0,5,MECH,1,Tier 2,39.177842565597665
9.27,1,4,1,8,7,7,4,0,7,MECH,1,Tier 1,47.411078717201164
7.21,2,3,1,6,5,5,2,0,5,ECE,1,Tier 3,34.04081632653061
8.4,1,4,1,6,9,4,3,1,4,CSE,1,Tier 2,43.26530612244898
6.78,2,2,1,4,5,4,2,0,5,MECH,1,Tier 3,30.22740524781341
9.79,3,6,1,8,8,7,4,1,7,ISE,1,Tier 3,49.48688046647231
5.45,2,3,1,4,3,4,1,1,3,MECH,0,Not Eligible,25.276967930029155
7.8,2,3,1,4,4,5,2,0,5,ECE,1,Tier 3,32.44897959183673
7.97,2,5,1,5,6,5,3,1,5,ECE,1,Tier 2,38.72303206997084
8.06,2,6,1,6,6,4,3,1,7,MECH,1,Tier 2,40.0466472303207
6.17,3,4,1,5,4,5,2,1,4,AI&DS,0,Not Eligible,30.472303206997083
9.2,1,7,1,7,7,6,5,1,5,CSE,1,Tier 1,48.74635568513119
6.46,1,2,1,5,5,6,3,0,5,CSE,0,Not Eligible,34.623906705539355
7.86,2,6,1,7,4,6,2,0,5,AI&DS,1,Tier 2,37.65597667638484
6.63,2,3,1,6,5,6,2,0,6,ECE,1,Tier 3,34.33819241982508
6.92,1,3,0,6,4,5,2,1,7,MECH,1,Tier 3,32.80466472303207
7.63,2,4,1,4,5,6,3,0,7,MECH,1,Tier 2,36.37900874635569
7.26,2,3,1,4,6,4,2,1,5,MECH,1,Tier 3,33.690962099125365
6.37,2,3,1,4,6,3,2,0,5,MECH,0,Not Eligible,30.38483965014577
6.42,2,2,1,7,2,5,2,1,7,ECE,0,Not Eligible,31.05539358600583
7.26,2,3,1,5,5,6,3,0,7,ECE,1,Tier 3,36.02332361516035
8.3,2,5,1,9,6,4,4,1,5,MECH,1,Tier 2,42.06997084548105
8.93,2,5,1,6,5,6,4,1,7,CIVIL,1,Tier 2,42.44314868804665
5.96,3,3,1,4,5,7,2,0,5,CSE,0,Not Eligible,31.271137026239064
7.19,3,4,1,5,5,6,3,1,6,CSE,1,Tier 3,36.046647230320694
6.06,3,4,1,4,4,6,2,1,6,ECE,0,Not Eligible,31.00874635568513
5.32,3,1,1,3,2,3,2,0,3,MECH,0,Not Eligible,19.947521865889215
7.98,2,5,1,4,6,5,2,1,5,ECE,1,Tier 2,37.137026239067055
7.8,2,4,1,6,6,7,4,0,7,CSE,1,Tier 2,41.48688046647231
6.38,2,3,1,6,4,5,1,0,5,CSE,0,Not Eligible,30.839650145772595
6.67,2,4,1,8,4,5,2,0,3,CIVIL,1,Tier 3,32.95043731778426
5.42,3,1,0,3,3,3,1,0,3,ECE,0,Not Eligible,18.22740524781341
8.61,2,4,1,5,7,8,4,0,7,CSE,1,Tier 2,44.21574344023323
9.56,2,4,1,5,7,10,3,1,8,ECE,1,Tier 2,47.77259475218659
6.25,2,2,1,6,5,3,2,0,3,CSE,0,Not Eligible,29.44606413994169
6.66,2,4,1,6,4,7,3,1,6,ECE,1,Tier 3,36.43148688046647
8.77,3,5,1,5,5,6,4,1,6,MECH,1,Tier 3,39.83090379008746
9.11,2,4,1,5,7,6,4,0,5,MECH,1,Tier 2,42.029154518950435
7.27,3,3,1,6,5,6,3,1,5,MECH,1,Tier 3,35.457725947521865
5.71,2,1,1,5,4,3,1,0,3,ECE,0,Not Eligible,24.857142857142854
5.6,2,1,1,5,3,4,1,0,4,ECE,0,Not Eligible,24.810495626822156
7.72,3,4,1,4,6,4,3,1,3,CIVIL,1,Tier 3,33.91253644314869
7.19,2,3,1,2,4,6,2,0,5,CSE,1,Tier 3,31.090379008746353
5.48,4,3,0,3,4,7,2,1,5,MECH,0,Not Eligible,25.47521865889213
7.74,2,4,1,6,5,5,3,1,4,CIVIL,1,Tier 2,36.71720116618076
5.23,2,2,1,7,2,4,1,0,4,CSE,0,Not Eligible,25.329446064139937
8.41,2,4,1,5,5,6,4,0,5,CSE,1,Tier 2,38.90962099125365
6.92,3,4,1,8,4,6,3,0,6,ECE,1,Tier 3,35.42857142857142
5.61,2,3,1,5,5,5,2,1,2,CSE,0,Not Eligible,30.36734693877551
7.76,2,4,1,3,5,7,2,0,7,CIVIL,1,Tier 2,35.87755102040816
7.2,2,4,1,5,4,5,2,0,3,CSE,1,Tier 3,32.12827988338193
9.55,2,5,2,8,7,7,4,1,6,CSE,1,Tier 2,50.52478134110787
7.63,2,4,2,2,5,2,3,0,5,CIVIL,1,Tier 3,32.880466472303205
6.81,3,3,1,6,4,6,2,1,5,CSE,1,Tier 3,33.04956268221574
8.13,2,4,1,7,6,5,4,1,4,CIVIL,1,Tier 2,40.16909620991254
6.8,2,3,1,5,6,5,3,0,7,CSE,1,Tier 3,35.80174927113703
8.97,2,5,1,6,7,7,4,0,5,ISE,1,Tier 2,44.262390670553934
7.13,2,3,1,5,6,4,3,1,4,CSE,1,Tier 3,35.067055393586
7.64,3,4,1,5,4,7,3,0,8,CSE,1,Tier 3,36.542274052478135
5.7,3,4,1,3,7,4,1,1,5,ECE,0,Not Eligible,30.08746355685131
7.28,3,5,1,4,6,7,3,1,4,ECE,1,Tier 3,36.932944606414
8.6,2,4,1,5,7,5,4,1,6,CSE,1,Tier 2,42.011661807580175
8.49,2,6,1,6,5,4,3,1,6,CSE,1,Tier 2,39.63265306122449
6.63,3,3,1,4,5,5,2,0,3,MECH,0,Not Eligible,29.38192419825073
6.64,3,4,1,3,4,6,2,1,4,CIVIL,1,Tier 3,30.274052478134113
8.53,3,4,2,7,6,7,4,0,6,CIVIL,1,Tier 3,43.78425655976677
9.14,1,5,1,7,5,5,4,1,8,MECH,1,Tier 2,44.268221574344025
6.03,3,3,0,4,3,3,3,0,5,CSE,0,Not Eligible,24.104956268221574
7.36,3,2,0,6,6,5,3,0,5,ECE,1,Tier 3,32.262390670553934
7.02,2,4,1,4,6,6,2,1,4,CSE,1,Tier 3,35.60349854227405
8.78,2,6,1,6,7,7,4,1,7,CSE,1,Tier 2,46.40816326530612
5.96,2,2,1,6,4,6,2,1,6,MECH,0,Not Eligible,32.14577259475219
6.58,2,4,1,4,4,4,2,0,6,MECH,1,Tier 3,30.314868804664723
8.28,2,4,1,4,6,4,4,0,6,CIVIL,1,Tier 2,37.370262390670554
5.71,2,3,0,4,4,6,1,0,3,CIVIL,0,Not Eligible,25.4402332361516
7.48,3,2,1,3,6,6,4,0,7,ECE,1,Tier 3,35.241982507288625
7.33,2,6,1,5,5,6,3,1,6,AI&DS,1,Tier 3,38.62390670553936
7.01,2,5,0,5,6,6,3,0,5,ECE,1,Tier 3,34.71137026239067
7.19,2,3,1,2,5,7,3,0,6,CIVIL,1,Tier 3,34.005830903790084
7.59,1,2,1,6,4,6,3,0,6,CSE,1,Tier 2,36.600583090379004
6.37,2,3,1,4,4,6,2,1,4,CSE,0,Not Eligible,31.551020408163268
7.71,2,3,1,7,6,6,3,1,5,ECE,1,Tier 2,39.434402332361515
8.48,2,5,2,6,6,5,4,0,4,CSE,1,Tier 2,42.53061224489796
8.31,2,5,1,7,7,6,4,0,6,CSE,1,Tier 2,43.545189504373184
6.34,1,2,1,6,5,5,1,0,7,CSE,0,Not Eligible,33.3935860058309
6.32,3,4,1,4,3,4,2,1,3,MECH,0,Not Eligible,27.090379008746357
6.79,3,4,1,5,6,6,2,1,5,ISE,1,Tier 3,35.055393586005835
7.09,2,4,1,3,2,5,2,1,6,CSE,1,Tier 3,30.332361516034982
7.23,2,4,1,7,7,6,3,0,6,AI&DS,1,Tier 3,40.19825072886297
8.04,2,3,1,5,6,8,4,0,5,CIVIL,1,Tier 2,40.15743440233236
5.76,4,3,0,3,3,5,2,1,3,CSE,0,Not Eligible,22.612244897959187
5.55,3,2,1,5,3,4,1,0,4,ECE,0,Not Eligible,24.1399416909621
7.18,2,2,1,2,5,5,3,1,7,AI&DS,1,Tier 3,33.40524781341108
8.09,2,5,1,5,6,6,3,1,4,CIVIL,1,Tier 2,39.224489795918366
6.51,2,5,1,6,4,5,2,0,4,ECE,1,Tier 3,32.37900874635569
7.92,2,4,1,5,7,7,4,1,5,CSE,1,Tier 2,42.134110787172006
6.76,2,5,1,4,5,4,1,0,4,CIVIL,1,Tier 3,30.62973760932945
8.86,2,5,2,5,6,6,4,1,6,ECE,1,Tier 2,44.79883381924198
8.92,2,5,1,3,7,8,3,1,8,CSE,1,Tier 2,44.320699708454804
6.89,2,3,1,6,5,4,3,0,4,CSE,1,Tier 3,33.33527696793003
6.65,3,5,1,5,4,5,2,0,5,MECH,1,Tier 3,31.020408163265305
7.24,2,3,1,5,6,5,2,1,5,CSE,1,Tier 3,35.69679300291545
6.69,1,4,1,4,4,3,3,0,5,MECH,1,Tier 3,31.23615160349854
8.01,2,4,1,5,6,6,4,0,4,MECH,1,Tier 2,38.501457725947525
8.57,2,4,1,7,6,8,3,1,5,CSE,1,Tier 2,43.56268221574344
8.02,2,5,1,5,3,6,3,1,5,ECE,1,Tier 2,36.186588921282805
8.56,2,4,1,4,6,5,4,0,7,ISE,1,Tier 2,39.46355685131196
7.2,2,3,1,6,6,5,2,1,6,MECH,1,Tier 3,36.35568513119533
6.35,2,4,1,5,4,4,1,0,3,MECH,0,Not Eligible,28.45481049562682
8.23,2,6,1,6,5,3,4,0,5,ECE,1,Tier 2,37.57434402332361
7.09,2,4,1,6,6,5,2,0,5,CSE,1,Tier 3,35.87172011661807
8.01,2,4,1,6,5,6,4,0,8,ECE,1,Tier 2,39.95918367346939
6.8,2,3,1,6,3,6,3,0,6,MECH,1,Tier 3,33.03206997084548
5.94,4,3,1,6,6,6,2,1,4,CSE,0,Not Eligible,32.25655976676385
9.84,3,6,2,7,6,8,5,1,6,CSE,1,Tier 3,50.30320699708455
6.35,2,2,1,4,5,6,3,0,5,ECE,0,Not Eligible,32.244897959183675
9.76,2,6,1,6,7,6,4,0,7,ECE,1,Tier 2,46.08163265306123
9.59,2,5,1,8,7,9,5,1,7,AI&DS,1,Tier 2,51.32361516034985
8.44,2,3,1,4,5,8,4,1,6,CSE,1,Tier 2,40.711370262390666
7.97,3,3,1,5,4,5,4,0,6,CSE,1,Tier 3,34.7871720116618
7.73,2,4,1,5,6,6,4,1,5,CIVIL,1,Tier 2,39.32361516034985
8.76,2,5,1,5,7,7,4,0,6,MECH,1,Tier 2,43.31195335276968
6.86,3,5,1,6,6,7,2,1,3,ECE,1,Tier 3,36.34402332361516
7.41,2,4,1,6,5,5,3,0,5,MECH,1,Tier 3,35.70262390670555
7.85,2,3,1,4,8,5,4,0,5,CSE,1,Tier 2,39.24198250728863
7.24,2,4,1,6,5,5,3,0,3,ISE,1,Tier 3,34.822157434402335
7.29,2,3,1,5,6,6,3,1,8,CSE,1,Tier 3,38.845481049562686
6.99,3,4,1,4,3,3,2,0,6,CSE,0,Not Eligible,28.262390670553934
7.69,2,4,1,4,5,2,3,0,6,CSE,1,Tier 3,32.98542274052478
8.68,1,6,1,6,7,7,4,1,6,MECH,1,Tier 1,46.52478134110787
6.54,2,3,1,6,4,5,3,1,6,CSE,1,Tier 3,34.180758017492714
9.17,2,6,2,5,7,7,4,1,5,CSE,1,Tier 2,47.81924198250728
8.07,2,5,1,6,5,4,4,1,5,CSE,1,Tier 2,38.75218658892129
8.56,2,4,2,8,6,4,3,1,5,CSE,1,Tier 2,43.10787172011662
7.66,1,6,1,4,6,5,4,1,6,CSE,1,Tier 2,40.804664723032076
8.38,2,5,1,6,5,7,3,1,5,ECE,1,Tier 2,40.75218658892128
5.31,3,1,1,5,4,3,2,0,6,CSE,0,Not Eligible,25.46938775510204
8.54,2,6,2,6,5,7,3,0,6,CSE,1,Tier 2,43.801749271137034
5.61,2,4,0,6,4,3,2,0,6,ECE,0,Not Eligible,27.01457725947522
8.88,2,5,1,9,8,6,4,0,7,MECH,1,Tier 2,47.1661807580175
9.82,1,5,2,7,8,8,4,1,8,CSE,1,Tier 1,54.349854227405245
6.88,2,3,1,5,5,5,3,0,4,ECE,1,Tier 3,33.17201166180758
6.58,3,4,1,6,3,5,2,0,6,CIVIL,1,Tier 3,30.314868804664723
8.33,2,6,1,7,8,5,4,0,4,AI&DS,1,Tier 2,43.58017492711371
6.74,2,4,1,1,6,4,2,0,5,ECE,1,Tier 3,30.448979591836732
8.75,3,5,1,6,6,7,3,0,5,ECE,1,Tier 3,40.524781341107875
6.08,3,4,1,4,3,5,1,1,3,MECH,0,Not Eligible,26.67055393586006
6.2,2,3,1,5,5,5,2,0,4,ECE,0,Not Eligible,31.10787172011662
9.62,2,6,1,6,9,6,5,1,6,CSE,1,Tier 2,49.77259475218659
8.02,3,4,1,5,4,6,4,1,6,ECE,1,Tier 3,36.91545189504373
8.66,2,5,1,5,5,8,5,1,5,AI&DS,1,Tier 2,43.42857142857143
6.97,2,3,1,6,5,4,3,0,5,MECH,1,Tier 3,33.475218658892125
8.03,2,4,2,8,4,8,3,0,5,CSE,1,Tier 2,42.47230320699708
7.78,2,4,1,4,6,6,3,0,5,ISE,1,Tier 2,37.22448979591837
7.8,2,5,1,3,7,6,3,0,5,ECE,1,Tier 2,38.13411078717201
8.05,2,4,1,6,4,7,3,1,6,ECE,1,Tier 2,38.86297376093295
7.72,1,3,1,5,6,3,2,1,7,MECH,1,Tier 2,36.390670553935855
7.29,2,5,1,7,4,7,3,0,6,ECE,1,Tier 3,37.970845481049565
6.82,2,4,1,3,6,7,2,0,6,CSE,1,Tier 3,35.39941690962099
8.34,3,2,1,5,6,7,4,0,6,ECE,1,Tier 3,38.641399416909614
6.64,2,3,1,2,6,3,3,1,6,CSE,1,Tier 3,32.02332361516035
8.08,3,3,1,7,5,7,3,1,5,MECH,1,Tier 3,38.478134110787174
6.66,2,2,1,5,5,7,2,0,6,CSE,1,Tier 3,34.244897959183675
7.87,2,2,1,5,6,8,4,1,5,MECH,1,Tier 2,40.15160349854227
8.26,1,4,1,4,6,4,4,0,3,CSE,1,Tier 2,37.626822157434404
6.61,3,2,1,3,4,6,2,0,4,CSE,0,Not Eligible,28.61807580174927
5.78,2,3,1,5,4,6,1,0,6,CSE,0,Not Eligible,30.373177842565603
6.23,3,2,1,3,4,5,2,0,5,AI&DS,0,Not Eligible,27.51603498542274
7.81,2,4,1,6,5,4,3,0,6,ECE,1,Tier 2,36.11078717201166
8.68,3,4,1,9,8,7,4,0,6,MECH,1,Tier 3,45.50437317784256
5.65,3,4,1,4,4,5,1,0,5,ECE,0,Not Eligible,27.230320699708454
8.22,1,6,1,4,7,6,4,1,6,AI&DS,1,Tier 2,43.82507288629737
7.03,3,4,1,5,4,4,2,1,5,CSE,1,Tier 3,31.539358600583096
7.44,2,4,2,3,5,7,3,0,6,MECH,1,Tier 3,38.08746355685131
9.13,2,7,2,9,7,6,4,1,6,MECH,1,Tier 2,50.373177842565596
7.0,2,2,1,7,5,6,2,1,6,MECH,1,Tier 3,35.8600583090379
7.4,3,3,1,5,6,7,3,0,5,CIVIL,1,Tier 3,36.12244897959184
5.27,3,2,1,3,3,2,2,0,4,MECH,0,Not Eligible,21.172011661807584
5.94,2,4,1,4,3,5,2,0,4,CIVIL,0,Not Eligible,28.02915451895044
6.76,2,3,1,4,5,5,3,0,5,CSE,1,Tier 3,32.96209912536443
5.47,3,2,1,5,3,4,0,0,4,CSE,0,Not Eligible,23.41690962099125
7.89,2,3,2,7,4,6,2,1,7,ECE,1,Tier 2,39.749271137026234
7.29,2,4,1,4,3,5,3,0,3,CIVIL,1,Tier 3,30.827988338192426
7.64,3,5,1,7,6,4,3,1,7,ECE,1,Tier 3,38.43731778425656
6.43,2,4,1,5,3,3,1,1,3,MECH,0,Not Eligible,27.42857142857143
6.88,3,3,1,4,5,6,2,1,6,ECE,1,Tier 3,33.0262390670554
7.99,1,4,1,4,5,5,3,1,5,CIVIL,1,Tier 2,37.3002915451895
9.45,2,4,1,6,7,8,4,1,7,CSE,1,Tier 2,47.28862973760933
5.7,3,3,1,3,3,4,1,0,5,ECE,0,Not Eligible,23.965014577259474
8.89,3,4,1,7,8,5,4,1,5,ECE,1,Tier 3,43.24781341107872
7.72,2,3,1,4,6,6,3,1,7,ECE,1,Tier 2,38.1399416909621
7.69,2,4,1,6,7,6,4,1,7,MECH,1,Tier 2,42.02332361516034
7.5,3,3,2,5,5,5,3,1,6,CSE,1,Tier 3,37.46355685131195
5.86,2,2,1,3,5,5,2,1,4,CIVIL,0,Not Eligible,29.201166180758015
6.0,3,3,1,4,4,3,2,0,6,CSE,0,Not Eligible,27.113702623906704
7.8,2,4,1,7,7,7,3,0,4,MECH,1,Tier 2,40.758017492711375
7.03,2,3,1,3,5,7,2,0,3,CSE,1,Tier 3,32.70553935860058
9.05,1,5,1,5,5,7,5,0,4,CSE,1,Tier 2,43.09037900874636
7.23,2,3,1,4,3,5,3,0,4,ECE,1,Tier 3,30.723032069970845
6.29,3,3,1,4,6,5,2,0,4,MECH,0,Not Eligible,30.390670553935863
8.15,3,4,2,5,6,8,3,0,5,MECH,1,Tier 3,41.224489795918366
6.87,2,2,1,2,5,7,2,0,5,ECE,1,Tier 3,31.696793002915452
7.57,2,5,1,4,7,8,3,1,5,ISE,1,Tier 2,41.230320699708464
8.1,3,4,1,8,4,5,4,1,3,ECE,1,Tier 3,37.05539358600583
8.94,2,5,2,6,6,6,4,1,6,ECE,1,Tier 2,45.667638483965014
8.43,1,5,2,6,6,6,4,0,6,CSE,1,Tier 2,45.35860058309037
8.03,3,5,1,5,7,6,4,1,5,CSE,1,Tier 3,40.86880466472304
8.04,1,4,1,5,5,6,3,0,7,CSE,1,Tier 2,39.42857142857143
9.26,2,5,1,6,6,6,4,1,6,CSE,1,Tier 2,44.1865889212828
6.88,2,4,1,6,3,7,3,0,5,ECE,1,Tier 3,34.33819241982508
5.03,2,2,1,4,4,4,1,0,5,CIVIL,0,Not Eligible,25.125364431486886
6.8,2,3,1,3,4,4,3,0,3,ECE,0,Not Eligible,29.09620991253644
6.61,3,2,1,5,4,4,2,0,5,ECE,0,Not Eligible,28.472303206997086
7.98,2,2,1,2,6,6,3,0,7,CSE,1,Tier 2,35.970845481049565
7.89,3,4,1,6,5,9,3,1,6,CSE,1,Tier 3,40.62390670553936
7.77,3,4,1,3,4,5,3,0,4,CSE,1,Tier 3,31.813411078717202
5.31,3,3,1,4,2,4,2,1,4,ECE,0,Not Eligible,24.157434402332363
8.2,2,5,1,4,6,9,3,1,6,ECE,1,Tier 2,42.332361516034986
6.97,2,5,1,5,5,5,3,1,3,CSE,1,Tier 3,35.224489795918366
7.99,2,4,1,6,6,6,3,0,4,ECE,1,Tier 2,38.46647230320699
7.66,3,5,1,7,6,8,2,0,8,ECE,1,Tier 3,40.65889212827988
7.03,3,3,1,3,3,4,2,0,6,MECH,0,Not Eligible,27.457725947521865
6.25,1,4,1,6,2,4,2,0,7,CSE,0,Not Eligible,30.903790087463555
6.03,3,1,1,5,6,4,2,1,6,CSE,0,Not Eligible,30.81049562682216
8.59,1,5,1,5,8,5,4,1,7,MECH,1,Tier 2,44.90962099125364
9.06,2,3,2,7,8,8,4,1,6,ECE,1,Tier 2,49.521865889212826
7.94,2,4,1,5,5,5,3,1,6,CIVIL,1,Tier 2,37.21282798833819
6.08,2,3,1,5,4,4,2,0,7,CSE,0,Not Eligible,30.46064139941691
7.21,3,3,1,4,5,5,3,0,6,MECH,1,Tier 3,32.583090379008745
8.2,2,3,1,5,7,7,4,1,6,CSE,1,Tier 2,42.47813411078717
8.38,2,5,1,7,7,6,3,1,6,ECE,1,Tier 2,43.376093294460645
6.16,2,3,1,7,5,4,2,0,6,CSE,0,Not Eligible,32.78717201166181
5.0,3,2,0,4,3,4,1,0,4,CSE,0,Not Eligible,20.408163265306122
8.14,3,4,1,2,7,7,3,1,6,MECH,1,Tier 3,38.291545189504376
7.08,2,6,1,5,5,5,3,1,5,ECE,1,Tier 3,36.58309037900875
6.74,3,4,1,5,5,5,3,0,5,ECE,1,Tier 3,32.78134110787172
5.26,3,3,1,4,2,5,1,0,3,ECE,0,Not Eligible,22.75801749271137
7.62,2,4,1,6,5,5,3,1,5,ECE,1,Tier 2,37.09037900874635
8.68,2,5,1,5,5,8,4,0,5,MECH,1,Tier 2,41.27696793002915
9.37,2,3,1,7,7,6,4,1,8,CSE,1,Tier 2,45.98250728862973
7.69,2,3,1,4,6,5,3,1,5,MECH,1,Tier 2,36.19241982507288
7.54,2,3,1,7,3,5,4,0,6,ECE,1,Tier 2,35.20116618075802
5.97,3,1,0,7,4,4,1,0,4,ECE,0,Not Eligible,24.583090379008745
7.64,3,3,1,4,4,6,4,1,6,CSE,1,Tier 3,35.23032069970846
7.15,3,2,0,4,5,4,3,0,6,CSE,0,Not Eligible,29.125364431486883
7.81,2,4,1,6,6,6,3,1,4,CSE,1,Tier 2,39.317784256559776
7.17,3,4,1,3,5,6,2,1,4,CSE,1,Tier 3,32.80466472303207
6.69,3,4,1,4,5,3,2,0,4,AI&DS,0,Not Eligible,29.19533527696793
6.03,3,3,1,6,4,4,1,1,3,ISE,0,Not Eligible,28.040816326530617
6.94,2,3,1,6,5,6,3,0,5,ECE,1,Tier 3,35.31778425655976
6.04,3,1,1,7,5,3,2,0,5,CSE,0,Not Eligible,28.932944606413997
6.44,3,2,1,5,4,4,2,0,4,ISE,0,Not Eligible,27.883381924198254
9.74,2,4,1,6,9,8,5,1,7,MECH,1,Tier 2,50.565597667638485
7.34,2,3,2,5,5,7,3,0,5,CSE,1,Tier 3,38.78717201166181
7.59,2,4,1,5,5,6,3,0,5,ECE,1,Tier 2,36.309037900874635
8.79,3,4,2,6,6,6,3,0,5,MECH,1,Tier 3,41.32361516034986
9.9,2,6,1,6,6,7,5,1,7,CSE,1,Tier 2,48.07580174927114
7.74,2,4,1,4,6,7,4,1,8,CSE,1,Tier 2,41.23615160349854
8.51,3,5,1,6,5,7,2,1,7,ECE,1,Tier 3,39.8134110787172
6.98,2,4,1,3,6,4,3,1,7,CSE,1,Tier 3,35.241982507288625
6.92,3,2,1,4,4,6,2,1,4,CSE,1,Tier 3,30.76384839650146
7.22,2,4,1,5,6,5,2,1,5,CSE,1,Tier 3,36.24489795918367
8.01,2,4,1,2,6,5,4,1,6,ISE,1,Tier 2,37.481049562682216
8.05,2,4,1,7,6,6,4,0,8,MECH,1,Tier 2,41.77842565597668
6.95,3,4,0,2,4,6,3,0,6,ECE,0,Not Eligible,28.775510204081634
6.24,3,4,1,5,4,5,2,0,4,ECE,0,Not Eligible,29.428571428571427
7.89,3,3,1,4,6,6,3,1,5,MECH,1,Tier 3,36.250728862973766
6.22,2,3,1,4,3,5,2,1,5,ECE,0,Not Eligible,29.3935860058309
7.73,2,4,1,6,5,6,4,0,5,CSE,1,Tier 2,38.44897959183673
8.08,2,4,1,9,5,6,3,0,5,MECH,1,Tier 2,39.93586005830904
8.11,2,5,1,6,5,7,3,0,5,CSE,1,Tier 2,39.696793002915456
8.29,2,5,1,3,7,5,5,1,6,ECE,1,Tier 2,41.17784256559767
8.79,0,6,1,7,7,7,4,0,5,CIVIL,1,Tier 1,47.3002915451895
7.5,1,3,1,5,4,6,4,0,7,CSE,1,Tier 2,37.60932944606414
8.21,2,4,1,6,5,7,3,1,5,MECH,1,Tier 2,39.72594752186588
7.85,3,3,1,6,5,7,3,1,6,CSE,1,Tier 3,38.221574344023324
6.48,2,4,1,2,4,5,2,1,6,AI&DS,0,Not Eligible,30.868804664723033
5.44,3,1,1,4,2,5,1,1,4,MECH,0,Not Eligible,23.072886297376094
6.84,2,4,1,4,4,3,3,0,6,AI&DS,1,Tier 3,31.206997084548107
7.33,2,3,1,7,6,6,4,1,4,MECH,1,Tier 3,39.061224489795926
7.84,2,3,1,6,6,8,3,1,6,CSE,1,Tier 2,41.411078717201164
8.68,2,4,1,4,6,6,5,1,7,ISE,1,Tier 2,42.29737609329446
6.52,2,3,1,6,4,4,2,0,4,MECH,1,Tier 3,30.209912536443152
6.2,2,4,1,5,4,6,3,0,5,ECE,0,Not Eligible,32.71137026239067
9.43,2,5,1,4,7,6,4,1,6,ECE,1,Tier 2,43.90087463556851
6.11,2,3,1,4,4,4,2,0,5,CSE,0,Not Eligible,28.909620991253643
7.44,2,5,1,7,6,6,4,0,6,ECE,1,Tier 3,40.56559766763848
7.75,3,4,1,4,4,5,4,0,5,ECE,1,Tier 3,33.52769679300292
7.62,2,3,1,7,5,7,3,1,6,CIVIL,1,Tier 2,39.27696793002916
5.97,3,3,1,2,2,4,2,1,7,CSE,0,Not Eligible,25.457725947521865
5.76,3,2,1,3,4,5,2,0,6,ECE,0,Not Eligible,26.839650145772598
6.09,3,2,1,3,5,5,1,1,6,CIVIL,0,Not Eligible,28.437317784256557
7.75,2,3,1,7,5,8,3,1,5,CSE,1,Tier 2,40.37900874635568
7.63,2,5,1,5,5,7,2,1,8,CSE,1,Tier 2,39.440233236151606
6.67,4,3,1,3,2,4,1,1,6,CSE,0,Not Eligible,24.932944606413994
7.91,2,4,1,6,7,4,3,1,6,ECE,1,Tier 2,39.4927113702624
8.55,2,4,2,7,7,7,4,1,6,CSE,1,Tier 2,47.46355685131196
5.62,3,3,0,5,5,4,2,1,4,AI&DS,0,Not Eligible,26.886297376093292
7.49,2,3,1,5,7,5,3,0,6,MECH,1,Tier 3,37.3002915451895
8.07,2,4,1,6,5,5,4,1,7,ECE,1,Tier 2,39.626822157434404
6.73,3,4,1,4,5,6,2,0,6,ISE,1,Tier 3,32.61807580174927
6.92,2,4,1,7,6,4,1,0,5,CSE,1,Tier 3,34.55393586005831
7.83,2,4,1,7,4,6,2,1,4,ECE,1,Tier 2,36.58309037900875
8.93,2,3,1,8,6,7,3,1,7,ECE,1,Tier 2,44.046647230320694
8.5,2,7,1,7,6,6,4,1,7,CSE,1,Tier 2,45.18950437317784
7.74,2,5,1,6,6,6,3,0,4,ISE,1,Tier 2,38.758017492711375
8.21,3,5,1,4,4,6,4,0,6,MECH,1,Tier 3,36.08163265306123
7.1,2,3,1,6,7,4,4,1,7,CIVIL,1,Tier 3,38.65889212827988
7.92,1,4,2,6,6,4,3,1,4,AI&DS,1,Tier 2,41.259475218658885
7.4,3,3,1,7,6,6,3,1,5,ECE,1,Tier 3,37.72594752186589
6.5,2,4,1,6,4,5,2,0,7,CIVIL,1,Tier 3,32.94460641399417
8.11,2,5,1,6,6,5,3,1,6,ECE,1,Tier 2,40.13411078717201
7.66,2,3,1,3,3,6,4,1,5,AI&DS,1,Tier 3,34.09912536443149
7.08,2,3,1,5,4,6,2,1,5,CSE,1,Tier 3,33.95918367346939
9.01,2,6,2,5,8,8,4,1,7,CSE,1,Tier 2,50.45481049562682
5.38,3,4,1,4,4,2,2,1,4,CSE,0,Not Eligible,25.737609329446066
6.95,2,5,1,4,3,5,3,1,6,CSE,1,Tier 3,33.440233236151606
5.76,3,3,1,4,4,5,2,0,5,ECE,0,Not Eligible,27.714285714285715
8.33,2,4,1,6,5,8,4,0,6,CSE,1,Tier 2,41.68513119533529
8.11,3,2,1,5,5,5,3,1,7,CSE,1,Tier 3,36.052478134110785
7.0,2,4,1,5,3,7,3,0,5,CSE,1,Tier 3,34.11078717201166
